user_id,status_id,created_at,screen_name,text,source,display_text_width,country
478437874,1406731414989594629,2021-06-20T21:51:19Z,AfricasMartha,"To the men deprived of fatherhood because of infertility, miscarriage, complications with childbirth, or setbacks beyond your control, you're not any less a man.

Sorry if today triggered loss or despair. Stay nurturing what's in front of you, that's your incomparable win.",Twitter for Android,140,NA
1263958583051530240,1406731086252683265,2021-06-20T21:50:01Z,LytSkinnedGirl,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for Android,140,NA
338608662,1406731018036469760,2021-06-20T21:49:45Z,Jamaican_Barb26,"Unnu out here shaming people for wanting to celebrate their mothers who had to go through pregnancy, childbirth and the struggle of raising a child on her own instead of looking at the reason behind it happening and why it's so fucking prevalent in our society.",Twitter for iPhone,140,NA
474964424,1406730939904954368,2021-06-20T21:49:26Z,Kennyaberdeen,“Foreign” NHS staff stopped me from haemorrhaging to death in childbirth and didn’t take £37billion for it either.,Twitter for iPhone,132,NA
2692724504,1406730866634731525,2021-06-20T21:49:09Z,redstatetalk,Beijing Weighs Scrapping All Childbirth Restrictions By 2025 To Fend Off ‘Japanification’ https://t.co/VlFkwF1V2a,Revive Social App,113,NA
4887781984,1406730693938405380,2021-06-20T21:48:27Z,TeelyAdetola,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for iPhone,140,NA
446719663,1406730505987379200,2021-06-20T21:47:43Z,MELOMORPH,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter Web App,140,NA
1276197169,1406730442116530180,2021-06-20T21:47:27Z,_BrittanyCarter,"@ionareads Btw, there are always questions floating around about Roger’s longevity.

Sure he doesn’t get the questions about the children, but his body didn’t have to go through childbirth? https://t.co/ZKhiRghnrs",Twitter for iPhone,178,NA
54556799,1406730167519694854,2021-06-20T21:46:22Z,Raybear95,"Unnu out here shaming people for wanting to celebrate their mothers who had to go through pregnancy, childbirth and the struggle of raising a child on her own instead of looking at the reason behind it happening and why it's so fucking prevalent in our society.",Twitter for Android,140,NA
393022416,1406729938280067078,2021-06-20T21:45:27Z,ColeDaynhell,"Moms get more love because she could during childbirth, that's serious love and commitment. But dads don't get that respect even though he risked getting smoked, going into yo mama's neighborhood to get that pwussy. #NIGGASKNOWYOMAMA",Twitter for iPhone,140,NA
44200157,1406729779374526465,2021-06-20T21:44:49Z,slinkjohnson,"Moms get more love because she could during childbirth, that's serious love and commitment. But dads don't get that respect even though he risked getting smoked, going into yo mama's neighborhood to get that pwussy. #NIGGASKNOWYOMAMA",Twitter Web App,233,NA
33310753,1406729221809094656,2021-06-20T21:42:36Z,AfriWoman,"To the men deprived of fatherhood because of infertility, miscarriage, complications with childbirth, or setbacks beyond your control, you're not any less a man.

Sorry if today triggered loss or despair. Stay nurturing what's in front of you, that's your incomparable win.",Twitter for iPhone,140,NA
1069656585704800256,1406729181086556160,2021-06-20T21:42:27Z,MarsChan713,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter for iPhone,140,NA
163916805,1406728883324522509,2021-06-20T21:41:16Z,LorangeDreams,"@_justmateo_ @DreamfinderGuy Lost my mom at 22, 30 years ago. My older sister has been there for all the times mom couldn’t be. Wedding, childbirth, &amp; every emotional turmoil. Spent a lot of time grieving my mom, but I’m blessed to have a Barley. Onward, to me, is beautiful. Forky isn’t even in it’s league.",Twitter for iPhone,283,NA
1272534656920047616,1406728646820257797,2021-06-20T21:40:19Z,gabrielledlh,My mommy said that one of her favorite memories of childbirth was my daddy coming over after she woke up each time to excitedly tell her if it was a boy or girl. 😂,Twitter for iPhone,163,NA
3306756598,1406728304875474948,2021-06-20T21:38:58Z,kangwa_bush,"To the men deprived of fatherhood because of infertility, miscarriage, complications with childbirth, or setbacks beyond your control, you're not any less a man.

Sorry if today triggered loss or despair. Stay nurturing what's in front of you, that's your incomparable win.",Twitter for Android,140,NA
2305663328,1406728245127548931,2021-06-20T21:38:44Z,DonWurkin,"YES. If you’ve read #CommonGround you’ll know that an Indian man saved my life when I had peritonitis and a Nigerian doctor helped stabilise my wife after childbirth. Without them, I wouldn’t be here. In this continuing disaster movie of a government, this is a new low. https://t.co/GwvNj2iCTq",Twitter Web App,140,NA
1283862989947445274,1406727818998947846,2021-06-20T21:37:02Z,flaming_faeggot,"@ShubertSomer @rather_retarded @jcruz821 @RutabagaCaptain @evxr_green @_baljot @MaxMcAdams @intrnetdaughter and no, I’m literally not going to explain that lmao. IdkI why y’all are attempting to fight this, like it’s a Google search away. Hands are dirty as shit because we use them for everything, that’s why we wash them sm. Literarily the reason for high death-in-childbirth 1/2",Twitter for iPhone,273,NA
1021879679911907329,1406727717173727233,2021-06-20T21:36:38Z,ruria132,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter for Android,140,NA
1059665696131551232,1406727549972004866,2021-06-20T21:35:58Z,phestiphe,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for Android,140,NA
1365442567131774977,1406727439888392196,2021-06-20T21:35:32Z,enomasxsamone,"@KLCHII In Soul they said ""Forgetting the trauma of childbirth is one of the great gifts of the universe.""",Twitter for iPhone,124,NA
1346308702769393669,1406727388034183172,2021-06-20T21:35:19Z,2quick4uhoez,Do you see how people warp reality just to have a talking point ? No one is “bullying” women to have children it’s actually the opposite. There is increasingly propoganda to get women uncomfortable with childbirth daily. Wake up and smell the coffee https://t.co/7FDoKG8EQg,Twitter for Android,140,NA
25901261,1406727382724190209,2021-06-20T21:35:18Z,Janetsib,“Foreign” NHS staff stopped me from haemorrhaging to death in childbirth and didn’t take £37billion for it either.,Twitter for iPad,132,NA
1367977794572066821,1406727266344841225,2021-06-20T21:34:50Z,albeyarich,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter for iPhone,140,NA
926007360,1406727101215019015,2021-06-20T21:34:11Z,Coreldesu,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter for Android,140,NA
1313770535801815041,1406726944146735104,2021-06-20T21:33:33Z,MandersSnark1,@BettyB919 What? Everyone knows that a cervix is made of concrete and that is why childbirth is so painful. Breaking up the concrete with lasers is a brilliant idea. If only the doctors would agree but they wont because it is too expensive.,Twitter Web App,229,NA
34576871,1406726884235358211,2021-06-20T21:33:19Z,EwanHunter,“Foreign” NHS staff stopped me from haemorrhaging to death in childbirth and didn’t take £37billion for it either.,Twitter for Android,132,NA
841805404451528705,1406726659332509699,2021-06-20T21:32:25Z,FibroidNetwork,@wornoutmumhack Yes!!! I have never known pain like it aside from childbirth! I ended up lying upside down for 30mins afterwards as every time I stood up I keeled over 😳,Twitter for Android,140,NA
841805404451528705,1406398939364999168,2021-06-19T23:50:11Z,FibroidNetwork,"@gemma_T @Rift76219831 @caitlinmoran Evidently women are born to tolerate pain - childbirth, periods. Therefore we don't need anaesthetic for any gynae procedure!",Twitter for Android,140,NA
1383906198651432960,1406726093550329856,2021-06-20T21:30:11Z,palmtam_,"To the men deprived of fatherhood because of infertility, miscarriage, complications with childbirth, or setbacks beyond your control, you're not any less a man.

Sorry if today triggered loss or despair. Stay nurturing what's in front of you, that's your incomparable win.",Twitter for iPhone,140,NA
1328839486927740932,1406725940168822797,2021-06-20T21:29:34Z,YamaNeru1,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter for Android,140,NA
1187697739125153796,1406725865199767553,2021-06-20T21:29:16Z,innominediana,@etupylly that one time i had like 4 sisters who were right as kids but when their dad died prematurely due to grief over their mother who died in childbirth (their grandma had also died in childbirth so it was a trauma of his) the eldest got the empire title + one of the like,Twitter for iPhone,267,NA
279519026,1406725767573250050,2021-06-20T21:28:53Z,ChiqqaShanna,"To the men deprived of fatherhood because of infertility, miscarriage, complications with childbirth, or setbacks beyond your control, you're not any less a man.

Sorry if today triggered loss or despair. Stay nurturing what's in front of you, that's your incomparable win.",Twitter for Android,140,NA
1519324610,1406725509749297152,2021-06-20T21:27:51Z,FalexanderFiona,“Foreign” NHS staff stopped me from haemorrhaging to death in childbirth and didn’t take £37billion for it either.,Twitter for iPad,132,NA
1402804737607675904,1406725488194764802,2021-06-20T21:27:46Z,christi73938703,"Allyson Felix is the only one of the 16 Olympic Trials finalists in the men's and women's 400m who has competed in an Olympics. Extraordinary given Felix's story (age 35, life-threatening childbirth) and that, in 2016, the top 7 women and top 6 men went to Rio for relay duty.",Twitter for iPhone,140,NA
899940780,1406725141422280709,2021-06-20T21:26:24Z,Obeennah,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for Android,140,NA
50064954,1406725104977858560,2021-06-20T21:26:15Z,EricGovEconChur,"@AdvocateEqual @LilaGraceRose Sometimes doctors are wrong.  Many times doctor told mothers they will die from childbirth, the parents decide to risk it, had living child being born, with a living mother remaining born.  As Dr. Ron Paul once said, after tens of thousands of births. Abortion was never needed.",Twitter for Android,278,NA
203007326,1406724995238268932,2021-06-20T21:25:49Z,Dammey_Swaggz,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for iPhone,140,NA
303719798,1406724823720546304,2021-06-20T21:25:08Z,uchelovesyou,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for iPhone,140,NA
1246170417410211842,1406724773116325891,2021-06-20T21:24:56Z,AdonisFidelity,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for Android,140,NA
405594223,1406724699015434240,2021-06-20T21:24:38Z,JuniorEbong,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for iPhone,140,NA
30549907,1406724698776424458,2021-06-20T21:24:38Z,beadsland,What is this Long Covid leg pain. Every day I have a dull ache in my legs. Friday night the dull ache turned into the worst pain since childbirth. Was crying with pain. I woke up next day with bruises where the pain was.,Twitter Web App,139,NA
72886834,1406724094968700929,2021-06-20T21:22:14Z,rosalynemf,“Foreign” NHS staff stopped me from haemorrhaging to death in childbirth and didn’t take £37billion for it either.,Twitter for Android,132,NA
1006558382294228992,1406724085359468548,2021-06-20T21:22:12Z,DangoteOfData,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for Android,140,NA
246489988,1406723879838621698,2021-06-20T21:21:23Z,NeilDrysdale,“Foreign” NHS staff stopped me from haemorrhaging to death in childbirth and didn’t take £37billion for it either.,Twitter for iPhone,132,NA
756938618,1406723820816420864,2021-06-20T21:21:09Z,PhiinaMwandingi,"Oh
I have come to the conclusion that childbirth benefits no one.
When are the pods in? https://t.co/1XzeKwkRUr",Twitter for iPhone,106,NA
1037827774986235905,1406723649986469890,2021-06-20T21:20:28Z,Sneha2891,"🎥 Reacting to childbirth at 9 months pregnant

▶️ https://t.co/SQspmgcsZU

❌ wrong decision. https://t.co/JAQGSh26yU",Twitter for Android,134,NA
1308419941851430917,1406723523960320000,2021-06-20T21:19:58Z,ModelAyshaMirza,"Allyson Felix is the only one of the 16 Olympic Trials finalists in the men's and women's 400m who has competed in an Olympics. Extraordinary given Felix's story (age 35, life-threatening childbirth) and that, in 2016, the top 7 women and top 6 men went to Rio for relay duty.",Twitter for iPhone,140,NA
1348722048063967232,1406723317185269771,2021-06-20T21:19:09Z,Mukonde17,"To the men deprived of fatherhood because of infertility, miscarriage, complications with childbirth, or setbacks beyond your control, you're not any less a man.

Sorry if today triggered loss or despair. Stay nurturing what's in front of you, that's your incomparable win.",Twitter for Android,140,NA
194381598,1406723315075538947,2021-06-20T21:19:08Z,2leepurplefairy,"Oh
I have come to the conclusion that childbirth benefits no one.
When are the pods in? https://t.co/1XzeKwkRUr",Twitter for iPhone,106,NA
1205545349844209666,1406723063463485443,2021-06-20T21:18:08Z,Nadej_no,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter for Android,140,NA
2859675785,1406722947071479812,2021-06-20T21:17:40Z,sxcmffincke,"🎥 Reacting to childbirth at 9 months pregnant

▶️ https://t.co/SQspmgcsZU

❌ wrong decision. https://t.co/JAQGSh26yU",Twitter for iPhone,134,NA
1380775691621388288,1406722875206287365,2021-06-20T21:17:23Z,LongCovidNYC,What is this Long Covid leg pain. Every day I have a dull ache in my legs. Friday night the dull ache turned into the worst pain since childbirth. Was crying with pain. I woke up next day with bruises where the pain was.,Twitter for iPhone,139,NA
360604085,1406722386972581894,2021-06-20T21:15:27Z,coachpolly1,"YES. If you’ve read #CommonGround you’ll know that an Indian man saved my life when I had peritonitis and a Nigerian doctor helped stabilise my wife after childbirth. Without them, I wouldn’t be here. In this continuing disaster movie of a government, this is a new low. https://t.co/GwvNj2iCTq",Twitter for Android,140,NA
507328214,1406722325312122882,2021-06-20T21:15:12Z,_kasnode_,"Oh
I have come to the conclusion that childbirth benefits no one.
When are the pods in? https://t.co/1XzeKwkRUr",Twitter for iPhone,106,NA
1858130414,1406721422983155712,2021-06-20T21:11:37Z,heather_c_c,"YES. If you’ve read #CommonGround you’ll know that an Indian man saved my life when I had peritonitis and a Nigerian doctor helped stabilise my wife after childbirth. Without them, I wouldn’t be here. In this continuing disaster movie of a government, this is a new low. https://t.co/GwvNj2iCTq",Twitter for Android,140,NA
352774144,1406721124495507459,2021-06-20T21:10:26Z,therealdamieeee,"The fact that moms survive pregnancy, childbirth, the feeling of being all alone, PPD in some cases, and the newborn stage is truly remarkable. Women are magic and you can’t change my mind.",Twitter for iPhone,140,NA
1361117256844013568,1406720620562427908,2021-06-20T21:08:26Z,KeniaRu09157009,"BMC's Dr. Shakeela Faulkner shares research findings on issues within race adjustments in the VBAC calculator and #healthdisparities, showing that Black &amp; Hispanic women are more likely to be nudged toward C-sections than white women, via @ConsumerReports: https://t.co/STZmr2wk2w",Twitter for Android,140,NA
891520597741666304,1406720271902547970,2021-06-20T21:07:03Z,DohMindMe_,"@TwoPacSugar i HAD no idea childbirth hurt the baby too????!!!!! man, sky daddy, there’s gotta be a more efficient way to bring babies into the world 😭",Twitter for iPhone,140,NA
843704084733427713,1406719911309701121,2021-06-20T21:05:37Z,LanunPisang,"Ambulance call out? $2,500. Childbirth? $30,000. 

Our NHS is not for sale, @realDonaldTrump https://t.co/q9z4r6Ni6g",Twitter for iPhone,136,NA
1384688665578799104,1406719581784182787,2021-06-20T21:04:18Z,nofacefem,"@lysistrata327 @smidgeradfem Yeah it's strangely essentialist. Gives me the shudders. Anyway telling an 18 year old, childfree or not, that she should be looking forward to childbirth is fucking weird and creepy. Like, I'm still a kid. I'm in school !!",Twitter for Android,223,NA
1384688665578799104,1406713716964429827,2021-06-20T20:41:00Z,nofacefem,"@velvetvelacroix @smidgeradfem @GenderfreeCamp @HomoLiberation Thanks! It's really nice to have adults back me up on this stuff :) 

I still cannot believe the response to ""I'm sad that I was excluded from playing"" is OK BUT CHILDBIRTH. Like WHAT???",Twitter for Android,186,NA
1384688665578799104,1406697191092015111,2021-06-20T19:35:20Z,nofacefem,"Me: I hate that puberty immediately excluded me from sport that I enjoyed and was good at. I wish the way I was treated didn't change. 

Some GC in my mentions: it's ok you can still do childbirth 🥰",Twitter for Android,198,NA
1384688665578799104,1406690867948097536,2021-06-20T19:10:12Z,nofacefem,"So I should be okay with being excluded from sport because of the joys of motherhood? I'm an athlete, always have been. I cannot believe her answer to exclusion and sexualisation by my peers is ""think about childbirth"". Wtf. I will also never bear a child because I'm a lesbian. https://t.co/rzoJ0PaDD0",Twitter for Android,278,NA
1384688665578799104,1406716131092561920,2021-06-20T20:50:35Z,nofacefem,"@lysistrata327 @smidgeradfem I do find it fascinating that my body is capable of creating and sustaining another human. 

But to bring it up like a consolation prize when I feel bad that I was excluded from acting like a child feels like ""women's ultimate most fulfilling purpose is childbirth"" territory",Twitter for Android,275,NA
1425933343,1406719416998498308,2021-06-20T21:03:39Z,_MFra_,"@medusaisdone @ariana_erbon There are only 147 quotes about childbirth on @goodreads. This is one.
When my son was born his father swayed, about to faint. The midwife pushed him backwards into an armchair. Later he said, ""Let's have a girl next time."" ""Only if you have it,"" I said. https://t.co/qgYCcaQeFI",Twitter for Android,140,NA
756631070146109440,1406719365769093122,2021-06-20T21:03:27Z,Sweet_pudding_7,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter for Android,140,NA
1117749576046469120,1406719261163335685,2021-06-20T21:03:02Z,ChinaCamilla,"@amerix Vagina is a medical term. How are we supposed to call it, ""sinful cave of childbirth""? ""Front hole""? ""V word""?",Twitter for Android,110,NA
393330259,1406719147426394120,2021-06-20T21:02:34Z,pammdickey,"Chinese officials are reportedly considering ending all of the country’s restrictions on childbirth and will start introducing policies to encourage having children, The Wall Street Journal reports. https://t.co/oyHa9zhOWT",Twitter for Android,140,NA
64182571,1406718946045218819,2021-06-20T21:01:46Z,_JackFrost_,"After her mother died in childbirth, Nicasia Rothenel was raised by her father and two older brothers. When a wolf appeared before her one day, Nic felt an immediate connection with him; her life changed and her world expanded.
#dnd 
#ranger https://t.co/hCTzBdcRbC",Twitter for Android,140,NA
2224624532,1406718912667000840,2021-06-20T21:01:39Z,coccinellanovem,"@medusaisdone @ariana_erbon There are only 147 quotes about childbirth on @goodreads. This is one.
When my son was born his father swayed, about to faint. The midwife pushed him backwards into an armchair. Later he said, ""Let's have a girl next time."" ""Only if you have it,"" I said. https://t.co/qgYCcaQeFI",Twitter for iPad,140,NA
1081919018427211776,1406718818714595331,2021-06-20T21:01:16Z,Nat_freespeech,@Flashmaggie @Slipstream60 @medusaisdone @ariana_erbon @goodreads The world would look completely different if men had to experience the pain of childbirth.,Twitter for Android,90,NA
617815382,1406718715685703685,2021-06-20T21:00:52Z,themrwolfgang,"@KLCHII In Soul they said ""Forgetting the trauma of childbirth is one of the great gifts of the universe.""",Twitter for Android,124,NA
739914456461938689,1406718681346940932,2021-06-20T21:00:43Z,linahxxxx,"To the men deprived of fatherhood because of infertility, miscarriage, complications with childbirth, or setbacks beyond your control, you're not any less a man.

Sorry if today triggered loss or despair. Stay nurturing what's in front of you, that's your incomparable win.",Twitter for Android,140,NA
511825302,1406718575633653764,2021-06-20T21:00:18Z,MacBoltz,"What will you do, when her very sweet ""tight"" vagina is no longer sweet and tight?

(For example, this happens commonly after  childbirth)",Twitter for Android,140,NA
907984646322966528,1406718544503508997,2021-06-20T21:00:11Z,_merryta,"What will you do, when her very sweet ""tight"" vagina is no longer sweet and tight?

(For example, this happens commonly after  childbirth)",Twitter for Android,140,NA
779367731929964545,1406718495157637125,2021-06-20T20:59:59Z,akunesiobike12,"@DoctorEmto Age and childbirth, other than frequent intercourse, make vagina loose, so, if her “tight vagina” got loosed as a result of childbirth and/or old age, why on earth would I complain or have a problem with it? If anything, I should be apologetic for putting her thru all that.",Twitter for iPhone,274,NA
19858244,1406718322972971010,2021-06-20T20:59:18Z,nosregis,"2001, Whittington hospital, London.
I am in the throes of childbirth.
I am terrified. I am in pain. 
A man called Hector explains he is the anaesthetist &amp; he is from Nigeria.
He is so kind. He gives me an epidural. I tell him I love him.
I think of him often.
Fuck Dido Harding.",Twitter for Android,282,NA
882230095292878848,1406718245021814789,2021-06-20T20:58:59Z,unclemyyke,"@KLCHII In Soul they said ""Forgetting the trauma of childbirth is one of the great gifts of the universe.""",Twitter for iPhone,124,NA
26715471,1406718165913149440,2021-06-20T20:58:40Z,robbiecowen,"YES. If you’ve read #CommonGround you’ll know that an Indian man saved my life when I had peritonitis and a Nigerian doctor helped stabilise my wife after childbirth. Without them, I wouldn’t be here. In this continuing disaster movie of a government, this is a new low. https://t.co/GwvNj2iCTq",Twitter Web App,270,NA
1163830412688277506,1406717997805309952,2021-06-20T20:58:00Z,lizz_azim,"Ambulance call out? $2,500. Childbirth? $30,000. 

Our NHS is not for sale, @realDonaldTrump https://t.co/q9z4r6Ni6g",Twitter for iPhone,136,NA
952920002168000512,1406717918247747585,2021-06-20T20:57:41Z,olope_el,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for Android,140,NA
1184006082248761344,1406717902594756614,2021-06-20T20:57:38Z,_moonlitdream_,"@KLCHII In Soul they said ""Forgetting the trauma of childbirth is one of the great gifts of the universe.""",Twitter for iPhone,124,NA
1184006082248761344,1406400494696898568,2021-06-19T23:56:22Z,_moonlitdream_,"@TwoPacSugar @PressivX awww the little guy.

Yep childbirth is physical trauma for both mother and child.",Twitter for iPhone,122,NA
2465357279,1406717772009283585,2021-06-20T20:57:07Z,BatterTerry,"After her mother died in childbirth, Nicasia Rothenel was raised by her father and two older brothers. When a wolf appeared before her one day, Nic felt an immediate connection with him; her life changed and her world expanded.
#dnd 
#ranger https://t.co/hCTzBdcRbC",Twitter Web App,140,NA
176024550,1406717608175583234,2021-06-20T20:56:27Z,dapo43,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for iPhone,140,NA
25060640,1406717516123103235,2021-06-20T20:56:06Z,McBuckers,What is this Long Covid leg pain. Every day I have a dull ache in my legs. Friday night the dull ache turned into the worst pain since childbirth. Was crying with pain. I woke up next day with bruises where the pain was.,Twitter for iPhone,220,NA
1236320421416505345,1406717365090455559,2021-06-20T20:55:30Z,The_Aravien,"After her mother died in childbirth, Nicasia Rothenel was raised by her father and two older brothers. When a wolf appeared before her one day, Nic felt an immediate connection with him; her life changed and her world expanded.
#dnd 
#ranger https://t.co/hCTzBdcRbC",Twitter for Android,140,NA
112776804,1406717334849409024,2021-06-20T20:55:22Z,qwnofeverything,"@smith_rendell It is. It was painful. I didn't care for childbirth at all. 

He actually adopted her after we got married.",Twitter for iPhone,107,NA
1187796670165196805,1406717222140141577,2021-06-20T20:54:55Z,amazingope,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for Android,140,NA
3699532768,1406717078875279365,2021-06-20T20:54:21Z,De_WonderWoman_,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for Android,140,NA
1069644878261440512,1406717057698254859,2021-06-20T20:54:16Z,NoxiorM,"After her mother died in childbirth, Nicasia Rothenel was raised by her father and two older brothers. When a wolf appeared before her one day, Nic felt an immediate connection with him; her life changed and her world expanded.
#dnd 
#ranger https://t.co/hCTzBdcRbC",TweetDeck,140,NA
758008193528324096,1406716965851389954,2021-06-20T20:53:54Z,atanak74,"After her mother died in childbirth, Nicasia Rothenel was raised by her father and two older brothers. When a wolf appeared before her one day, Nic felt an immediate connection with him; her life changed and her world expanded.
#dnd 
#ranger https://t.co/hCTzBdcRbC",Twitter for iPhone,140,NA
609441435,1406716912286023684,2021-06-20T20:53:42Z,OsasBenjizee,"The vagina after childbirth is not the vagina before childbirth.

The problem is that your Penis didn't increase in size. The baby is yours by the way. So what are you going to do about it? 🙂",Twitter for iPhone,140,NA
983860738899951618,1406716785508765696,2021-06-20T20:53:11Z,Sketchgoblin,"After her mother died in childbirth, Nicasia Rothenel was raised by her father and two older brothers. When a wolf appeared before her one day, Nic felt an immediate connection with him; her life changed and her world expanded.
#dnd 
#ranger https://t.co/hCTzBdcRbC",Twitter Web App,241,NA
1385617123502804997,1406716730118795264,2021-06-20T20:52:58Z,jidangao,what if Diluc's mom passed on during childbirth and for years he felt guilty bc of it. Then Diluc had to put his father out of his misery when he was 18. And then kaeya came to him and told him his secret and all diluc could hear was that he was going to have to kill kaeya too.,Twitter for Android,140,NA
27377501,1406716677090205701,2021-06-20T20:52:46Z,aronro,"@lymanstoneky Beyond issues around maternal/pregnancy health and childbirth, even where health issues (e.g. lung cancer) cross-cut sexes – some of them impact women differently, or worse, than men.

Yet these differences also historically have been under-studied? https://t.co/A3MtHISHso",Twitter Web App,273,NA
793404876826914817,1406716494231183361,2021-06-20T20:52:02Z,lmanwife,@lmanwife trans grian did not die in childbirth for gay rights for you to say this,Twitter for iPhone,102,NA
